sentence_id	sentence	sentiment	topic
8657	It was a short carefree read.	neutral	book
8658	It was all sex and not much plot, but i liked that.	neutral	book
8659	However, i just thought the ending could have been better.	neutral	book
8660	Great romance, and action love story.	positive	book
8661	I loved the situation and ending.	positive	book
8662	I would recommend this book to anyone who loves romance.	positive	book
8663	At first, i thought the book is a good read but after a few pages, i couldn't quite get what the whole book is all about.	negative	book
8664	"I understand that the author has his ""own"" way of writing, but this one got me really bored."	negative	book
8665	The whole story is going off on all different directions, which tends to confuse the reader which usually results to loss of interest.	negative	book
8666	The book is dissected in different sections, and lots of different parts that introduces one character or a single event on the book, it makes the book very uninteresting to read.	negative	book
8667	This is great game to have on my kindle fire for my grandchildren.	positive	book
8668	Having it on my kindle fire is great and a handy way to occupy them in a pinch.	positive	book
8669	"I am particularly partial to the ""book review"" section."	positive	book
8670	I read the kindleedition	positive	book
8671	So i'm not awash in newspaper advertising etc.	positive	book
8672	It gets me up tospeed on the news... at least what they want to tell us... on a weekly basis.	positive	book
8673	Hawke and dancer finally meet and the sparks fly.	positive	book
8674	Very enjoyable western.	positive	book
8675	Vaughan is well informed concerning happenings in the developing frontier.	positive	book
8676	You won't regret buying this novel.	positive	book
8677	This short story left me wanting to read more of joe hill 's work.	positive	book
8678	Kudos to the author and publishers.	positive	book
8679	Typical romance story of pining for a man, but interesting that he realizes the woman is special without her having to do anything special other than both of them growing up.	positive	book
8680	This author has became all time favyou will love this book as will you love all the others read them in order for the best understanding but still great read	positive	book
8681	I know a lot of people were saying that the book was too short, but in my opinion, it was too long.	negative	book
8682	If a writer is going to write a short story, at least give it an ending.	negative	book
8683	But no, even if the next book picks up with the same characters, and we finally get to see what comes of them, it just is not enough to get me to throw down doe.	negative	book
8684	You get what you pay for with this story, so don't expect to see much happen outside what the description says, because you'll build yourself up for a big let down.	negative	book
8685	Great for understanding the old testament.	positive	book
8686	If you are confessed by some of the symbolism used this book helps you understand.	positive	book
8687	I've enjoyed very much.	positive	book
8688	This series is an enjoyable cozy mystery.	positive	book
8689	The poor kate gets herself into more trouble than she should be in.	positive	book
8690	And her romance has needed help all along.	positive	book
8691	Good read.	positive	book
8692	Nice innocent read for the whole family.	positive	book
8693	Can't beat the free price either, so don't be afraid to download to kindle.	positive	book
8694	I enjoyed this book just as much as the first one in the series and am looking forward to purchasing the rest of the series.	positive	book
8695	These book are very well written with fully developed characters and beautiful stories.	positive	book
8696	I can't wait to get the rest in the series and other books from this author.	positive	book
8697	Still a patient in the hospital - scheduled for open heart surgery in a. couple of days, this is outstanding diversion which i need in spades.	positive	book
