sentence_id	sentence	sentiment	topic
1138	The last few episodes i couldn't even finish watching.	negative	movie
1139	They bring race into everything and feed off the media agenda to make all cops look bad.	negative	movie
1140	Season 1: 9.5/10 season 2: 8.5/10 season 3: 3.0/10 season 4: --/10.7.0/10.first season: everyone work together against the crime, even if it costs your life.	neutral	movie
1141	Second season: everyone can be friends and work together against the crime, but take care who you trust, there might be some bad apples.	neutral	movie
1142	Third season: everyone is good, except the whites.	neutral	movie
1143	I would have scored it with a 10 if the end had not treated the best characters so disrespectfully.	positive	movie
1144	It was devastating to see a forced end, steamed, and also did not honor the great previous development of the characters	positive	movie
1145	Having never played the game i am scoring, and reviewing, this solely on the merits of the tv show, and compared to other shows (for example halo, into the badlands, shadows and bones), it tries too hard to look and feel dystopian to maintain suspension of disbelief.	negative	movie
1146	Every opportunity is used to play some old 50's/60's music could not more feel like someone got a free jukebox and insists that it be used in every scene, even when the music has zero bearing on the scenes and does nothing to evoke the feelings the director undoubtedly intended to invoke.	negative	movie
1147	I might give it a chance to see how it develops but based on just the first two episodes it's a hard storyline to follow and any and all cohesion between the different storylines to allow non-fallout-gamers to get seemed to have gotten lost in translation, with too much time spent on trying to force feed you the rather poorly presented misery of the world, instead of using that time to let the dystopian-ness reveal itself through solid story-telling.	negative	movie
1148	You'll feel right at home with this show.	negative	movie
1149	It went from sewer to sewer searching out totally meaningless drivel storylines.	negative	movie
1150	Just remake the final battle where the night king wins and destroys the earth.	negative	movie
1151	I honestly don't think the show should've continued after season 10, when christina yang leaves.	negative	movie
1152	I hadn't watched the last two seasons until i was bored at home because of quarantine and had nothing better to do.	negative	movie
1153	It was terrible, i don't know why they keep insisting on making more episodes, it's just recycled story lines at this point.	negative	movie
1154	I wish the producers would do the kind thing and put it out of its misery while it still has a shred of dignity left.	negative	movie
1155	I know this sounds crazy, but the past few seasons have looked cheap and feel impersonal.	neutral	movie
1156	It feels more like a daytime soap then an award winning drama.	neutral	movie
1157	If this show can't make us feel anymore like it did in seasons 8 and before, then it might be time to come to a close in the next season.	neutral	movie
1158	Don't drag out a show that can't regain its spark.	neutral	movie
1159	Can't beleive how many people got into this show , watched the first 3 seasons and the i was dying from boardness , it has such a slow pace where each episode made me fall asleep !	negative	movie
1160	Lately this show has been poorly done...lost its place now it's all who sleeps with who	neutral	movie
1161	The initial nine seasons of the show were enjoyable, but upon further reflection, it became apparent that the portrayal of doctors and hospital practices was not an accurate representation of reality.	neutral	movie
1162	The show's approach seemed to be more focused on mocking patients and bedside manners, which can be perceived as distasteful and disrespectful, especially for healthcare professionals who have worked in environments with high ethical and moral standards.	neutral	movie
